name	lsid	uses	sources	family	page
Juniperus phoenicea L.	262307-1	AF FU MA ME	[1, 3, 4, 9]		669
Juniperus pinchotii Sudw.	132527-2	ME	[4]		669
Juniperus pingii W.C.Cheng ex Ferré	676853-1	EU	[3]		669
Juniperus polycarpos K.Koch	262309-1	ME	[4]		669
Juniperus procera Hochst. ex Endl.	262311-1	EU FU HF MA ME	[1, 3, 4, 8, 9, 10]		669
Juniperus pseudosabina Fisch. & C.A.Mey.	262316-1	MA ME	[1, 4]		669
Juniperus recurva Buch.-Ham. ex D.Don	262325-1	EU MA ME	[1, 3, 4]		669
Juniperus rigida Siebold & Zucc.	262335-1	MA ME	[1, 4]		669
Juniperus sabina L.	30166980-2	EU MA ME PO	[1, 2, 3, 4]		669
Juniperus scopulorum Sarg.	132535-2	EU MA ME	[1, 3, 4]		669
Juniperus semiglobosa Regel	262351-1	MA ME	[3, 4]		669
Juniperus seravschanica Kom.	676868-1	ME	[4]		669
Juniperus squamata Buch.-Ham. ex D.Don	262360-1	EU FU MA ME	[1, 3, 4]		669
Juniperus thurifera L.	132544-2	MA ME	[1, 2, 3, 4]		669
Juniperus tibetica Kom.	676877-1	MA	[3]		669
Juniperus virginiana L.	132551-2	EU MA ME SU	[1, 3, 4, 7]		669
Libocedrus bidwillii Hook.f.	262464-1	MA	[1]		669
Libocedrus plumosa (D.Don) Druce	676929-1	EU	[3]		669
Metasequoia glyptostroboides Hu & W.C.Cheng	828387-1	EU MA	[1, 3]		669
Microbiota decussata Kom.	676932-1	EU	[3]		669
Papuacedrus papuana (F.Muell.) H.L.Li	294873-1	FU HF IF MA SU	[1, 3, 5]		669
Pilgerodendron uviferum (D.Don) Florin	196481-2	MA ME	[1, 4]		669
Platycladus orientalis (L.) Franco	677124-1	EU HF MA ME	[1, 3, 4, 8]		669
Sequoia sempervirens (D.Don) Endl.	263741-1	EU MA ME	[1, 3, 4]		669
Sequoiadendron giganteum (Lindl.) J.Buchholz	234727-2	EU MA ME	[1, 3, 4]		670
Taiwania cryptomerioides Hayata	263753-1	EU MA	[1, 3]		670
Taxodium distichum (L.) Rich.	30052311-2	EU MA ME	[1, 3, 4, 5]		670
Tetraclinis articulata (Vahl) Mast.	677193-1	EU MA ME	[1, 2, 3, 4]		670
Thuja occidentalis L.	263956-1	EU MA ME	[1, 3, 4]		670
Thuja plicata Donn ex D.Don	60443333-2	EU MA ME	[1, 3, 4]		670
Thuja standishii (Gordon) Carrière	263978-1	MA	[1, 3]		670
Thujopsis dolabrata (L.f.) Siebold & Zucc.	263878-1	EU MA ME	[1, 3, 4, 7]		670
Widdringtonia nodiflora (L.) Powrie	294877-1	MA ME	[1, 4, 8]		670
Widdringtonia wallichii Endl. ex Carrière	264041-1	MA	[1]		670
Widdringtonia whytei Rendle	264042-1	EU MA	[1, 3, 7, 8]		670
Abies alba Mill.	60468511-2	MA ME	[1, 4]	Pinaceae	670
Abies amabilis (Douglas ex Loudon) J.Forbes	325658-2	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies balsamea (L.) Mill.	1084057-2	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies cephalonica Loudon	261486-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Abies cilicica (Antoine & Kotschy) Carrière	261491-1	MA ME	[1, 4]	Pinaceae	670
Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.	1031026-2	EU MA ME SU	[1, 3, 4, 9]	Pinaceae	670
Abies densa Griff.	261506-1	ME	[4]	Pinaceae	670
Abies firma Siebold & Zucc.	261525-1	EU MA	[1, 3]	Pinaceae	670
Abies fraseri (Pursh) Poir.	1030488-2	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies grandis (Douglas ex D.Don) Lindl.	1033427-2	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies guatemalensis Rehder	676575-1	MA	[1]	Pinaceae	670
Abies homolepis Siebold & Zucc.	261546-1	EU	[3]	Pinaceae	670
Abies koreana E.H.Wilson	676582-1	EU	[3]	Pinaceae	670
Abies lasiocarpa (Hook.) Nutt.	1081948-2	EU MA ME	[1, 3, 4]	Pinaceae	670
Abies magnifica A.Murray bis	325664-2	EU MA	[1, 3]	Pinaceae	670
Abies nephrolepis (Trautv.) Maxim.	1029118-2	MA	[1, 3]	Pinaceae	670
Abies nordmanniana (Steven) Spach	261599-1	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies numidica de Lannoy ex Carrière	261601-1	EU	[3]	Pinaceae	670
Abies pindrow (Royle ex D.Don) Royle	676605-1	MA ME	[1, 3, 4]	Pinaceae	670
Abies pinsapo Boiss.	676606-1	EU MA	[1, 3]	Pinaceae	670
Abies procera Rehder	676607-1	EU MA ME SU	[1, 3, 4]	Pinaceae	670
Abies recurvata Mast.	676609-1	MA	[1]	Pinaceae	670
Abies religiosa (Kunth) Schltdl. & Cham.	261625-1	MA ME	[1, 3, 4]	Pinaceae	670
Abies sachalinensis (F.Schmidt) Mast.	261629-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Abies sibirica Ledeb.	261635-1	MA ME	[1, 3, 4]	Pinaceae	670
Abies spectabilis (D.Don) Mirb.	60474520-2	MA ME	[1, 3, 4]	Pinaceae	670
Abies veitchii Lindl.	261656-1	EU MA SU	[1, 3]	Pinaceae	670
Cedrus atlantica (Endl.) Manetti ex Carrière	50881822-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Cedrus deodara (Roxb. ex D.Don) G.Don	676701-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Cedrus libani A.Rich.	676705-1	MA ME	[1, 4]	Pinaceae	670
Keteleeria davidiana (C.E.Bertrand) Beissn.	262401-1	EU MA	[1, 3]	Pinaceae	670
Keteleeria evelyniana Mast.	262402-1	ME	[4]	Pinaceae	670
Keteleeria fortunei (A.Murray bis) Carrière	262404-1	MA	[1]	Pinaceae	670
Larix decidua Mill.	262420-1	EU MA ME	[1, 2, 3, 4]	Pinaceae	670
Larix gmelinii (Rupr.) Kuzen.	77092562-1	EU MA	[1, 3]	Pinaceae	670
Larix griffithii Hook.f.	50922021-1	EU MA	[1, 3]	Pinaceae	670
Larix kaempferi (Lamb.) Carrière	60457419-2	EU MA ME	[1, 3, 4]	Pinaceae	670
Larix laricina (Du Roi) K.Koch	262435-1	MA ME	[1, 3, 4]	Pinaceae	670
Larix lyallii Parl.	262441-1	MA	[1]	Pinaceae	670
Larix mastersiana Rehder & E.H.Wilson	676912-1	EU MA	[3]	Pinaceae	670
Larix occidentalis Nutt.	262444-1	MA ME	[1, 3, 4]	Pinaceae	670
Larix potaninii Batalin	262448-1	EU MA	[1, 3]	Pinaceae	670
Larix sibirica Ledeb.	262455-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Picea abies (L.) H.Karst.	262609-1	EU FU MA ME SU	[1, 3, 4]	Pinaceae	670
Picea alcoquiana (H.J.Veitch ex Lindl.) Carrière	262615-1	MA	[1]	Pinaceae	670
Picea asperata Mast.	676939-1	MA ME	[3, 4]	Pinaceae	670
Picea brachytyla (Franch.) E.Pritz.	978295-1	MA ME	[3, 4]	Pinaceae	670
Picea breweriana S.Watson	262630-1	EU	[3]	Pinaceae	670
Picea engelmannii Parry ex Engelm.	262646-1	EU MA ME	[1, 3, 4]	Pinaceae	670
Picea glehnii (F.Schmidt) Mast.	262657-1	EU MA	[1, 3]		671
Picea jezoensis (Siebold & Zucc.) Carrière	262669-1	EU MA ME	[1, 3, 4]		671
Picea koraiensis Nakai	676960-1	ME	[4]		671
Picea koyamae Shiras.	676963-1	EU	[3]		671
Picea laxa (Münchh.) Sarg.	195881-2	EU MA ME SU	[4]		671
Picea likiangensis (Franch.) E.Pritz.	50881856-1	EU MA ME	[3, 4]		671
Picea mariana (Mill.) Britton, Sterns & Poggenb.	195883-2	EU MA ME SU	[1, 3, 4]		671
Picea meyeri Rehder & E.H.Wilson	676972-1	ME	[4]		671
Picea morrisonicola Hayata	676975-1	MA ME	[1, 4]		671
Picea neoveitchii Mast.	262692-1	ME	[4]		671
Picea obovata Ledeb.	262697-1	EU MA ME SU	[1, 3, 4]		671
Picea omorika (Pancic) Purk.	60440467-2	EU MA	[1, 3]		671
Picea orientalis (L.) Peterm.	60440465-2	EU MA	[3]		671
Picea polita (Siebold & Zucc.) Carrière	262712-1	EU MA			671
Picea pungens Engelm.	30095300-2	EU MA ME SU	[1, 3, 4]		671
Picea rubens Sarg.	195909-2	EU MA ME SU	[1, 3, 4]		671
Picea schrenkiana Fisch. & C.A.Mey.	262720-1	MA ME	[1, 3, 4]		671
Picea sitchensis (Bong.) Carrière	676986-1	EU MA ME	[1, 3, 4]		671
Picea smithiana (Wall.) Boiss.	262724-1	EU MA ME	[1, 3, 4]		671
Picea spinulosa (Griff.) A.Henry	676987-1	ME	[4]		671
Picea wilsonii Mast.	262738-1	ME	[4]		671
Pinus albicaulis Engelm.	262755-1	EU MA	[1, 3]		671
Pinus aristata Engelm.	262778-1	MA ME	[1, 3, 4]		671
Pinus arizonica Engelm.	196911-2	MA	[1, 3]		671
Pinus armandi Franch.	262780-1	MA			671
Pinus attenuata Lemmon	196914-2	MA	[1]		671
Pinus ayacahuite Ehrenb. ex Schltdl.	314973-2	MA	[3]		671
Pinus banksiana Lamb.	262801-1	EU MA ME	[1, 3, 4]		671
Pinus brutia Ten.	677009-1	EU MA	[3]		671
Pinus canariensis C.Sm. ex DC.	262832-1	MA ME	[3, 4]		671
Pinus caribaea Morelet	314859-2	EU GS HF MA ME	[1, 4, 8]		671
Pinus cembra L.	262848-1	HF MA ME	[1, 3, 4]		671
Pinus cembroides Zucc.	262850-1	FU GS HF MA ME	[1, 3, 4, 8, 9]		671
Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg.	262863-1	MA	[3]		671
Pinus contorta Douglas ex Loudon	30000492-2	EU MA ME	[1, 3, 4]		671
Pinus coulteri D.Don	196961-2	EU HF MA ME	[1, 3, 4]		671
Pinus cubensis Griseb.	262881-1	MA	[1]		671
Pinus densata Mast.	677024-1	EU	[3]		671
Pinus densiflora Siebold & Zucc.	262894-1	EU HF MA ME	[1, 3, 4]		671
Pinus devoniana Lindl.	314938-2	MA	[1]		671
Pinus douglasiana Martínez	196971-2	MA	[1]		671
Pinus durangensis Martínez	196972-2	MA	[1, 3]		671
Pinus echinata Mill.	262913-1	EU MA ME	[1, 3, 4]		671
Pinus edulis Engelm.	196975-2	EU FU HF MA ME	[1, 3, 4]		671
Pinus elliottii Engelm.	262921-1	FU HF MA ME	[1, 3, 4, 8]		671
Pinus engelmannii Carrière	1190231-2	MA	[1, 9]		671
Pinus flexilis E.James	262945-1	EU MA ME	[1, 3, 4]		671
Pinus gerardiana Wall. ex D.Don	262962-1	HF ME	[3, 4]		671
Pinus glabra Walter	262965-1	MA ME	[1, 3, 4]		671
Pinus greggii Engelm. ex Parl.	314972-2	MA	[3]		671
Pinus halepensis Mill.	262982-1	EU FU HF MA ME	[1, 3, 4, 8, 9]		671
Pinus hartwegii Lindl.	314865-2	MA ME	[1, 3, 4]		671
Pinus heldreichii Christ	262987-1	EU MA	[3]		671
Pinus jeffreyi Balf.	1215899-2	EU MA ME	[3, 4]		671
Pinus kesiya Royle ex Gordon	677057-1	EU FU HF MA ME	[1, 3, 4, 7, 8]		671
Pinus koraiensis Siebold & Zucc.	263037-1	HF MA ME	[1, 3, 4]		671
Pinus lambertiana Douglas	197001-2	EU MA ME	[1, 3, 4]		671
Pinus latteri Mason	263053-1	MA	[3]		671
Pinus lawsonii Roezl ex Gordon	314963-2	MA	[1]		671
Pinus leiophylla Schiede ex Schltdl. & Cham.	30112234-2	MA	[1, 3]		671
Pinus longaeva D.K.Bailey	197012-2	EU	[3]		671
Pinus luchuensis Mayr	677067-1	EU	[3]		671
Pinus lumholtzii B.L.Rob. & Fernald	197014-2	MA ME PO	[4, 9]		671
Pinus massoniana Lamb.	60437819-2	EU HF MA ME	[1, 3, 4]		671
Pinus merkusii Jungh. & de Vriese	263108-1	FU HF MA ME	[1, 3, 4, 7, 8]		671
Pinus monophylla Torr. & Frém.	197026-2	FU HF MA ME	[1, 3, 4, 9]		671
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	263125-1	MA ME	[1, 4]		672
Pinus monticola Douglas ex D.Don	197032-2	EU MA ME	[3, 4]		672
Pinus morrisonicola Hayata	677081-1	MA	[1, 3]		672
Pinus mugo Turra	677083-1	EU HF MA ME	[1, 2, 3, 4]		672
Pinus muricata D.Don	314970-2	EU MA	[1, 3]		672
Pinus nelsonii Shaw	197040-2	HF	[9]		672
Pinus nigra J.F.Arnold	677088-1	EU MA ME	[1, 3, 4]		672
Pinus occidentalis Sw.	314862-2	MA	[1, 3]		672
Pinus oocarpa Schiede ex Schltdl.	314959-2	EU FU HF MA ME	[3, 4, 8]		672
Pinus palustris Mill.	263186-1	FU HF MA ME	[1, 3, 4]		672
Pinus parviflora Siebold & Zucc.	263192-1	EU MA ME	[1, 3, 4]		672
Pinus patula Schiede ex Schltdl. & Cham.	314961-2	EU FU HF MA ME	[1, 3, 4, 8]		672
Pinus peuce Griseb.	263209-1	EU MA	[3]		672
Pinus pinaster Aiton	263216-1	EU MA ME	[1, 2, 3, 4, 8]		672
Pinus pinea L.	263221-1	EU GS HF MA ME	[1, 3, 4, 8]		672
Pinus ponderosa Douglas ex C.Lawson	307165-2	EU FU MA ME PO	[1, 3, 4, 9]		672
Pinus pringlei Shaw	197068-2	MA	[1]		672
Pinus pseudostrobus Lindl.	314879-2	MA ME	[1, 3, 4]		672
Pinus pumila (Pall.) Regel	263243-1	EU HF MA ME	[3, 4]		672
Pinus pungens Lamb.	927546-1	EU MA	[1, 3]		672
Pinus quadrifolia Parl. ex Sudw.	282906-2	EU HF ME	[3, 4, 9]		672
Pinus radiata D.Don	30020085-2	EU HF MA ME	[1, 3, 4, 8]		672
Pinus resinosa Aiton	263261-1	EU MA ME	[1, 3, 4]		672
Pinus rigida Mill.	263270-1	MA ME	[1, 3, 4]		672
Pinus roxburghii Sarg.	677098-1	FU MA ME	[1, 3, 4]		672
Pinus sabiniana Douglas	325668-2	MA ME	[1, 3, 4]		672
Pinus serotina Michx.	263315-1	MA	[1, 3]		672
Pinus sibirica Du Tour	77095028-1	EU HF MA	[1, 3]		672
Pinus strobiformis Engelm.	197099-2	ME	[3, 4]		672
Pinus strobus L.	197100-2	EU FU MA ME SU	[1, 3, 4]		672
Pinus sylvestris L.	263353-1	EU FU HF MA ME SU	[1, 2, 3, 4]		672
Pinus tabuliformis Carrière	263356-1	MA ME	[1, 3, 4]		672
Pinus taeda L.	263357-1	MA ME PO	[1, 3, 4]		672
Pinus taiwanensis Hayata	677109-1	EU MA	[1, 3]		672
Pinus tecunumanii F.Schwerdtf. ex Eguiluz & J.P.Perry	315581-2	MA	[3]		672
Pinus teocote Schiede ex Schltdl. & Cham.	263372-1	MA ME	[1, 3, 4]		672
Pinus thunbergii Parl.	263377-1	EU MA ME	[1, 3, 4]		672
Pinus torreyana Parry ex Carrière	282913-2	EU FU MA	[1, 9]		672
Pinus tropicalis Morelet	314858-2	MA	[3]		672
Pinus uncinata Ramond ex DC.	263396-1	MA	[1]		672
Pinus virginiana Mill.	263413-1	MA ME SU	[1, 3, 4]		672
Pinus wallichiana A.B.Jacks.	677118-1	EU MA ME	[1, 3, 4]		672
Pinus yunnanensis Franch.	263419-1	EU MA ME	[3, 4]		672
Pseudolarix amabilis (J.Nelson) Rehder	677125-1	EU MA ME	[1, 3, 4]		672
Pseudotsuga japonica (Shiras.) Beissn.	677138-1	MA	[1]		672
Pseudotsuga macrocarpa (Vasey) Mayr	677139-1	MA	[1]		672
Pseudotsuga menziesii (Mirb.) Franco	677141-1	EU FU MA ME SU	[1, 3, 4]		672
Pseudotsuga sinensis Dode	677145-1	MA	[1]		672
Tsuga canadensis (L.) Carrière	264005-1	EU MA ME	[1, 3, 4]		672
Tsuga caroliniana Engelm.	264006-1	EU MA ME	[1, 3, 4]		672
Tsuga chinensis (Franch.) Pritz.	677214-1	MA ME	[1, 3, 4]		672
Tsuga diversifolia (Maxim.) Mast.	264007-1	EU	[3]		672
Tsuga dumosa (D.Don) Eichler	264009-1	MA ME	[1, 3, 4]		672
Tsuga heterophylla (Raf.) Sarg.	260297-2	EU HF MA ME	[1, 3, 4]		672
Tsuga mertensiana (Bong.) Carrière	264014-1	EU MA ME	[1, 3, 4]		672
Tsuga sieboldii Carrière	264018-1	EU MA	[1, 3]		672
Afrocarpus dawei (Stapf) C.N.Page	946477-1	MA	[1]	Podocarpaceae	672
Afrocarpus falcatus (Thunb.) C.N.Page	946473-1	AF EU FU HF MA ME	[1, 3, 4, 8, 9]	Podocarpaceae	672
Afrocarpus gracilior (Pilg.) C.N.Page	946474-1	EU MA	[1, 3]	Podocarpaceae	672
Afrocarpus mannii (Hook.f.) C.N.Page	946475-1	EU MA	[1, 3, 11]	Podocarpaceae	672
Afrocarpus usambarensis (Pilg.) C.N.Page	946476-1	EU FU MA ME	[1, 4, 8]	Podocarpaceae	672
Dacrycarpus cinctus (Pilg.) de Laub.	687943-1	EU FU MA	[1, 5]	Podocarpaceae	672
Dacrycarpus compactus (Wasscher) de Laub.	687944-1	EU FU MA SU	[1, 5]	Podocarpaceae	672
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	687947-1	EU MA ME	[1, 3, 4]		673
Dacrycarpus expansus de Laub.	687948-1	EU MA	[1, 5]		673
Dacrycarpus imbricatus (Blume) de Laub.	687949-1	AF EU FU MA SU	[1, 3, 5, 7]		673
Dacrycarpus steupii (Wasscher) de Laub.	687954-1	EU MA	[5]		673
Dacrydium beccarii Parl.	262000-1	IF MA SU	[1, 5, 7]		673
Dacrydium cornwallianum de Laub.	935581-1	MA	[5]		673
Dacrydium cupressinum Sol. ex G.Forst.	60471363-2	EU MA ME	[3, 4, 7]		673
Dacrydium elatum (Roxb.) Wall. ex Hook.	262007-1	EU FU MA ME	[4, 5, 7]		673
Dacrydium nidulum de Laub.	687960-1	MA	[5]		673
Dacrydium novoguineense Gibbs	828278-1	EU FU MA	[5]		673
Dacrydium xanthandrum Pilg.	828280-1	MA	[5]		673
Falcatifolium papuanum de Laub.	687977-1	MA ME	[4, 5]		673
Halocarpus biformis (Hook.) C.J.Quinn	910730-1	MA			673
Lagarostrobos franklinii (Hook.f.) Quinn	910807-1	EU MA	[1, 3]		673
Lepidothamnus intermedius (Kirk) Quinn	910823-1	MA			673
Manoao colensoi (Hook.) Molloy	988952-1	MA	[1]		673
Nageia motleyi (Parl.) de Laub.	943763-1	MA			673
Nageia nagi (Thunb.) Kuntze	262544-1	MA ME	[1, 3, 4]		673
Nageia wallichiana (C.Presl) Kuntze	262578-1	FU MA ME SU	[1, 3, 4, 5, 7]		673
Phyllocladus aspleniifolius (Labill.) Hook.f.	262597-1	EU MA	[1, 3]		673
Phyllocladus hypophyllus Hook.f.	262603-1	AF EU FU HF IF MA ME SU	[1, 4, 5, 7]		673
Phyllocladus toatoa Molloy	994470-1	EU	[3]		673
Phyllocladus trichomanoides D.Don	262608-1	EU MA ME	[1, 3, 4]		673
Podocarpus archboldii N.E.Gray	687984-1	FU MA ME	[1, 4, 5]		673
Podocarpus atjehensis (Wasscher) de Laub.	1013641-1	SU	[5]		673
Podocarpus bracteatus Blume	263448-1	MA SU	[1, 5]		673
Podocarpus brassii Pilg.	828285-1	FU MA ME	[4, 5]		673
Podocarpus elatus R.Br. ex Endl.	120790-3	MA			673
Podocarpus guatemalensis Standl.	204582-2	MA	[1, 3]		673
Podocarpus henkelii Stapf ex Dallim. & B.D.Jacks.	828310-1	EU MA ME	[3, 4, 9]		673
Podocarpus insularis de Laub.	906892-1	FU MA ME	[4, 5]		673
Podocarpus laetus Hooibr. ex Endl.	263509-1	MA			673
Podocarpus lambertii Klotzsch ex Endl.	204586-2	MA	[9]		673
Podocarpus latifolius (Thunb.) R.Br. ex Mirb.	828314-1	EU GS HF MA ME	[1, 4, 8, 9]		673
Podocarpus ledermannii Pilg.	828315-1	FU MA ME	[4, 5]		673
Podocarpus levis de Laub.	687995-1	MA	[5]		673
Podocarpus macrophyllus (Thunb.) Sweet	263522-1	EU	[3]		673
Podocarpus milanjianus Rendle	263535-1	AF MA ME	[1, 4, 11]		673
Podocarpus neriifolius D.Don	263545-1	AF EU FU MA ME SU	[1, 3, 4, 5, 7]		673
Podocarpus nubigenus Lindl.	263551-1	EU MA	[1, 3]		673
Podocarpus oleifolius D.Don	263553-1	MA	[3]		673
Podocarpus parlatorei Pilg.	204598-2	MA ME	[1, 4]		673
Podocarpus pilgeri Foxw.	828332-1	FU MA ME	[4, 5]		673
Podocarpus polystachyus R.Br. ex Endl.	688003-1	EU FU MA ME	[1, 4, 5, 7]		673
Podocarpus pseudobracteatus de Laub.	688004-1	MA SU	[5]		673
Podocarpus purdieanus Hook.	263568-1	MA	[1]		673
Podocarpus rubens de Laub.	906894-1	MA	[5]		673
Podocarpus rumphii Blume	263574-1	FU MA ME	[1, 4, 5, 7]		673
Podocarpus salignus D.Don	263576-1	EU MA	[1, 3]		673
Podocarpus sprucei Parl.	263586-1	ME	[4]		673
Podocarpus totara G.Benn. ex D.Don	263597-1	EU MA ME	[1, 3, 4]		673
Prumnopitys andina (Poepp. ex Endl.) de Laub.	1015558-2	MA	[3]		673
Prumnopitys ferruginea (G.Benn. ex D.Don) de Laub.	688012-1	EU MA ME	[1, 3, 4]		673
Prumnopitys taxifolia (Sol. ex D.Don) de Laub.	688019-1	EU MA ME	[1, 3, 4]		673
Retrophyllum vitiense (Seem.) C.N.Page	946467-1	EU FU MA	[1, 5]		673
Saxegothaea conspicua Lindl.	263728-1	MA	[1]		673
Sundacarpus amarus (Blume) C.N.Page	946466-1	AF FU IF MA	[1, 3, 5]		673
Sciadopitys verticillata (Thunb.) Siebold & Zucc.	263735-1	EU MA	[1, 3]	Sciadopityaceae	673
Amentotaxus argotaenia (Hance) Pilg.	828260-1	MA	[1]	Taxaceae	674
Amentotaxus assamica D.K.Ferguson	905639-1	ME	[4]	Taxaceae	674
Amentotaxus formosana H.L.Li	828262-1	ME	[4]	Taxaceae	674
Amentotaxus yunnanensis H.L.Li	828263-1	ME	[4]	Taxaceae	674
Cephalotaxus fortunei Hook.	261815-1	EU	[3]	Taxaceae	674
Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch	261818-1	MA ME	[4]	Taxaceae	674
Pseudotaxus chienii (W.C.Cheng) W.C.Cheng	828352-1	ME	[4]	Taxaceae	674
Taxus baccata L.	306036-2	EU HF MA ME PO	[1, 3, 4]	Taxaceae	674
Taxus brevifolia Nutt.	249736-2	EU MA ME PO	[1, 3, 4]	Taxaceae	674
Taxus canadensis Marshall	828354-1	ME PO	[1, 3, 4]	Taxaceae	674
Taxus contorta Griff.	263797-1	ME	[4]	Taxaceae	674
Taxus cuspidata Siebold & Zucc.	324379-2	EU MA ME PO	[1, 3, 4]	Taxaceae	674
Taxus floridana Nutt. ex Chapm.	285874-2	MA ME	[1, 4]	Taxaceae	674
Taxus wallichiana Zucc.	263869-1	EU MA ME PO	[3, 4]	Taxaceae	674
Torreya californica Torr.	263993-1	EU HF MA ME	[1, 3, 4, 9]	Taxaceae	674
Torreya fargesii Franch.	263994-1	ME	[4]	Taxaceae	674
Torreya grandis Fortune ex Lindl.	20002256-1	EU HF ME	[3, 4]	Taxaceae	674
Torreya jackii Chun	828378-1	ME	[4]	Taxaceae	674
Torreya nucifera (L.) Siebold & Zucc.	263999-1	EU HF MA ME PO	[1, 3, 4]	Taxaceae	674
Torreya taxifolia Arn.	264000-1	MA	[1]	Taxaceae	674
Alsophila amboinensis Alderw.	17279420-1	AF HF MA		Cyatheaceae	674
Alsophila andersonii J.Scott ex Bedd.	17015880-1	ME	[4]	Cyatheaceae	674
Alsophila angiensis A.Gepp	17297940-1	EU HF MA ME	[4]	Cyatheaceae	674
Alsophila biformis Rosenst.	17237740-1	HF		Cyatheaceae	674
Alsophila camerooniana (Hook.) R.M.Tryon	17532710-1	HF		Cyatheaceae	674
Alsophila capensis (L.f.) J.Sm.	17016240-1	ME	[4]	Cyatheaceae	674
Alsophila celsa R.M.Tryon	17531210-1	ME	[4]	Cyatheaceae	674
Alsophila crinita Hook.	17016490-1	ME	[4]	Cyatheaceae	674
Alsophila dregei (Kunze) R.M.Tryon	17532740-1	ME	[4]	Cyatheaceae	674
Alsophila firma (Baker) D.S.Conant	9976-2	ME	[4]	Cyatheaceae	674
Alsophila geluensis (Rosenst.) R.M.Tryon	17533320-1	HF	[5]	Cyatheaceae	674
Alsophila gigantea Wall. ex Hook.	17368700-1	ME	[4]	Cyatheaceae	674
Alsophila hornei Baker	17017250-1	HF		Cyatheaceae	674
Alsophila khasyana T.Moore ex Kuhn	17017350-1	ME	[4]	Cyatheaceae	674
Alsophila lurida (Blume) Hook.	17017580-1	MA ME	[4]	Cyatheaceae	674
Alsophila manniana (Hook.) R.M.Tryon	17532830-1	FU MA ME	[4]	Cyatheaceae	674
Alsophila micra R.M.Tryon	17531310-1	HF	[5]	Cyatheaceae	674
Alsophila microphylloides (Rosenst.) R.M.Tryon	17533550-1	HF	[5]	Cyatheaceae	674
Alsophila nilgirensis (Holttum) R.M.Tryon	17533060-1	ME	[4]	Cyatheaceae	674
Alsophila rubiginosa Brause	17298980-1	HF	[5]	Cyatheaceae	674
Alsophila schlechteri Brause	17238130-1	HF		Cyatheaceae	674
Alsophila spinulosa (Wall. ex Hook.) R.M.Tryon	17533090-1	ME	[4]	Cyatheaceae	674
Calochlaena villosa (C.Chr.) M.D.Turner & R.A.White	17537230-1	ME	[4]	Cyatheaceae	674
Cibotium barometz (L.) J.Sm.	1160435-2	EU HF MA ME	[1, 3, 4, 5, 7]	Cyatheaceae	674
Cibotium chamissoi Kaulf.	17069430-1	EU ME	[3, 4]	Cyatheaceae	674
Cibotium glaucum (Sm.) Hook. & Arn.	17069480-1	ME	[4]	Cyatheaceae	674
Cyathea arborea (L.) Sm.	17071820-1	EU	[3]	Cyatheaceae	674
Cyathea aterrima Domin	73117-2	ME	[4]	Cyatheaceae	674
Cyathea dealbata (G.Forst.) Sw.	17072400-1	ME	[4]	Cyatheaceae	674
Cyathea lasiosora Domin	73267-2	ME	[4]	Cyatheaceae	674
Cyathea microdonta (Desv.) Domin	73288-2	ME	[4]	Cyatheaceae	674
Cyathea phalerata Mart.	73333-2	ME	[4]	Cyatheaceae	674
Dicksonia blumei (Kunze) T.Moore	17082730-1	ME	[4, 7]	Cyatheaceae	674
Dicksonia fibrosa Colenso	17083080-1	EU		Cyatheaceae	674
Dicksonia regalis (Verschaff. ex Regel) Baker	17083750-1	EU		Cyatheaceae	674
Dicksonia sellowiana Hook.	275823-2	ME	[4]	Cyatheaceae	674
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	143624-2	ME	[4]		675
Sphaeropteris aeneifolia (Alderw.) R.M.Tryon	17531750-1	HF	[5]		675
Sphaeropteris albosetacea (Bedd.) R.M.Tryon	17531670-1	ME	[4]		675
Sphaeropteris atrox (C.Chr.) R.M.Tryon	17531840-1	HF			675
Sphaeropteris brunoniana (Wall. ex Hook.) R.M.Tryon	17531680-1	ME	[4]		675
Sphaeropteris carrii (Holttum) R.M.Tryon	17531880-1	HF			675
Sphaeropteris cooperi (Hook. ex F.Muell.) R.M.Tryon	17532470-1	EU HF SU	[3]		675
Sphaeropteris felina (Roxb.) Pic.Serm.	17543520-1	EU	[5]		675
Sphaeropteris fugax (Alderw.) R.M.Tryon	17531950-1	HF			675
